CODE REFERENCE PHOTO,PHOTO,VILLE,CODE POSTAL,ADRESSE ,COORDONNEES GPS DU PANNEAU Y ,COORDONNEES GPS DU PANNEAU X,ANGLE DE VISIBILITE,VISIBLE EN VENANT DE,VISIBLE EN ALLANT A ,VISIBILITE,DISPONIBILITE,FORMAT,SURFACE,TYPE,SUPPORT,LARGEUR EN CM,HAUTEUR EN CM,DATE DE SIGNATURE DU BON DE COMMANDE CLIENT  ,DATE DE FIN DENGAGEMENT  DU BON DE COMMANDE  ,ANNONCEUR
524,,LAON,2000,ROUTE NATIONALE 2 RUE GEORGES SAUVRESY ,"49,55304","3,62673",90°,SOISSONS,LAON,DROITE,ND,GRAND FORMAT,3M2,FIXE,TOLE,1500,2000,02/02/2011,05/02/2025, LEPTIR
129,,HONNECHY,59980,25 CHAUSSEE BRUNEHAUT ,"50,06774","3,45519",90°,GUISE,LE CATEAU,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,15/01/2008,14/10/2024,LECLERC CAUDIS
,,LE CATEAU,59360,33 FAUBOURG DE CAMBRAI ,"50,10608","3,53067",90°,CAMBRAI,LE CATEAU,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,20/12/2021,17/01/2026,INTERMARCHE LE CATEAU 
HOSTELLERIE DU MARCHE 20220331_095850,#VALEUR !,LE CATEAU,59360,CHEMIN DE MONTAY,"50,1114","3,54259",90°,MONTAY,LE CATEAU,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,,,DISPONIBLE
,#VALEUR !,BEAUMONT EN CAMBRESIS,59540,RD644,"50,1253","3,44926",90°,CAUDRY,LE CATEAU,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"22,09,2023","12,10,2025",SARL HM DK
,,INCHY,59540,ROUTE DEPARTEMENTALE 643,"50,12267","3,46132",90°,CAMBRAI,LE CATEAU,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,03/07/2024,02/10/2024,SB FERMETURES
ALINE LINGERIE,#VALEUR !,INCHY,59540,ROUTE DEPARTEMENTALE 644,"50,12022","3,47107",90°,CAMBRAI,LE CATEAU,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"20,10,2021","01,11,2024",DISPONIBLE
AMALIA 20220726_145645,#VALEUR !,BEAUVOIS EN CAMBRESIS,59157,ROUTE NATIONALE ,"50,14373","3,36933",90°,CAMBRAI,LE CATEAU,DROITE,ED,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,11/07/2022,25/07/2025,SOLEA IMMOBILIER
126,,BEAUVOIS EN CAMBRESIS,59157,ROUTE NATIONALE ,"50,1415","3,37913",90°,CAMBRAI,LE CATEAU,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,30/05/2024,02/10/2024,DOMINO PIZZA DP CAUDRY 
123,,BEAUVOIS EN CAMBRESIS,59157,ROUTE NATIONALE ,"50,14094","3,38135",90°,CAMBRAI,LE CATEAU,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,18/06/2024,25/06/2025,INTERIEUR DE REVE
,,LE CATEAU,59360,RUE DU MARECHAL DE LATTRE DE TASSIGNY,"50,09118","3,53168",90°,GUISE,LE CATEAU,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,20/12/2021,17/01/2025,NETTO LE CATEAU 
,,LE CATEAU,59360,RUE DU MARECHAL LECLERC ,"50,09967","3,56358",90°,MAUBEUGE,LE CATEAU,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,20/12/2021,17/01/2026,INTERMARCHE LE CATEAU 
282,,CROIX EN TERNOIS,62130,ROUTE DEPARTEMENTALE ,"50,38132","2,27539",90°,ARRAS,LE TOUQUET,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"30,10,2020","10,07,2025",FERNAGUT
205,,CARVIN,62220,125 RUE URIANNE SORRIAUX ,"50,48064","2,95249",90°,LIBERCOURT,LENS,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,7380,1650,04/11/2020,31/03/2025,LECLERC CARVIDIS
LECLERC CARVIN,#VALEUR !,CARVIN,62220,125 RUE URIANNE SORRIAUX  ,"50,48064","2,95249",90°,LIBERCOURT,LENS,DROITE,ED,GRAND FORMAT,12M2,FIXE,TOLE,7380,1650,13/04/2017,23/05/2026,FIRST STOP
520,,LENS,62300,315 ROUTE DE LILLE ,"50,43838","2,84461",90°,CARVIN,LENS,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,7380,1650,22/04/2014,23/05/2025,IRISH TAVERN
220,,MAZINGARBE,62670,ROUTE DEPARTEMENTALE 943 ,"50,3419","2,7484",90°,BETHUNE,LENS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/02/2024,14/03/2026,CERES  
219,,MAZINGARBE,62670,ROUTE DEPARTEMENTALE 943 ,"50,46494","2,7615",90°,BETHUNE,LENS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,30/05/2023,01/06/2025,ISONOR
204,,CAMPHIN EN CAREMBAULT,59133,1 ROUTE NATIONALE ,"50,51512","2,98681",90°,CARVIN,LEQUIN,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,19/11/2013,31/08/2024,LECLERC SECLINDIS
IMG_46021002,#VALEUR !,LIBERCOURT,62820,8 AVENUE DARCHICOURT ,"50,48227","3,00344",90°,CARVIN,LIBERCOURT,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,04/03/2024,31/03/2026,ZEE LEE KEBAB
IMG_48771,#VALEUR !,LIBERCOURT,62820,8 AVENUE DARCHICOURT ,"50,48227","3,00344",90°,OIGNIES,LIBERCOURT,GAUCHE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,04/11/2020,31/03/2026,BRICO LECLERC
201,,LILLE,59000,61 RUE VICTOR HUGO ,"50,62109","3,09165",90°,HELLEMMES,LILLE,DROITE,ND,GRAND FORMAT,8M2,FIXE,TOLE,5740,1650,30/01/2024,13/02/2025,EVA
,,ST LAURENT BLANGY,62223,ROND POINT MONNET,"50,29664","2,78381",90°,ARRAS CENTRE,LILLE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"01,07,2022","30,06,2024",AGES TENDRES
,,VIS EN ARTOIS,62156,ROUTE NATIONALE ,"50,24899","2,93808",90°,ARRAS,CAMBRAI,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/01/2025,29/01/2026,MICROCRECHE
87,,VIS EN ARTOIS,62156,ROUTE NATIONALE ,"50,24661","2,94457",90°,ARRAS,MARQUION,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/12/2012,25/05/2025, HYPER U BARALLE ABRICOT 
DISPO RUE LAMARTINE,#VALEUR !,MAZINGARBE,62670,RUE LAMARTINE ,"50,4622","2,70904",90°,SAINS,MAZINGARBE,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,,,DISPONIBLE
250,,WARLUS,62123,2 ROUTE DE BERNEVILLE ,"50,27496","2,66805",90°,ARRAS,MONTENESCOURT,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,09/11/1999,09/01/2026,GOSSET
540,,MARCONNE,62140,9 AVENUE DE BOULOGNE,"50,37154","2,0311",90°,HESDIN CENTRE,MONTREUIL,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,,,BAILLEUL PATRICK
539,,MARCONNE,62140,9 AVENUE DE BOULOGNE,"50,37154","2,0311",90°,HESDIN CENTRE,MONTREUIL,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,,,LECLERC ATTINDIS
LECLERC HERLIN 4M2 PANNEAU MARCONNE,#VALEUR !,MARCONNE,62140,9 AVENUE DE BOULOGNE,"50,37154","2,0311",90°,HESDIN CENTRE,MONTREUIL,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,02/02/2021,11/02/2026,LECLERC HERLINDIS
,,CONCHIL LE TEMPLE,62180,RD940 E1,"50,37317","1,66141",90°,BERCK,MONTREUIL,DROITE,ND,MOBILIER URBAIN,1M2,FIXE,VITRINE MURALE,800,1200,03/05/2023,14/05/2024,BOX VAL D'AUTHIE
110,,CAMBRAI,59400,86 AVENUE DE DUNKERQUE ,"50,33422","2,93572",90,VALENCIENENS,NEUVILLE ST REMY,DROITE,ND,GRAND FORMAT,6M2,FIXE,TOLE,4000,1650,"09,12,2022","31,08,2026",CHAUFFAGE LEFEBVRE
109,,CAMBRAI,59400,86 AVENUE DE DUNKERQUE ,"50,33422","2,93572",90,VALENCIENENS,NEUVILLE ST REMY,DROITE,ND,GRAND FORMAT,6M2,FIXE,TOLE,4000,1650,14/11/2022,14/12/2025,SKODA SLBA 
108,,CAMBRAI,59400,86 AVENUE DE DUNKERQUE ,"50,33422","2,93572",90,VALENCIENENS,NEUVILLE ST REMY,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,26/03/2021,31/08/2025,LECLERC CAUDIS
ISONOR 20230609_140248,#VALEUR !,SAINS EN GOHELLE,62114,ROUTE DEPARTEMENTALE ,"50,46179","2,67806",90°,ARRAS,NOEUX LES MINES,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,05/06/2023,"07,07,2025",ISONOR
OPTICAL CENTER SAINS EN GOHELLE DE SAINS VERS LOISINORD  ,#VALEUR !,SAINS EN GOHELLE,62114,ROUTE DEPARTEMENTALE ,"50,46126","2,67865",90°,SAINS,NOEUX LES MINES ,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,11/10/2019,31/12/2024,OPTICAL CENTER 
OPTICAL CENTER SAINS EN GOHELLE DE NOEUX VERS LOISINORD A346,#VALEUR !,SAINS EN GOHELLE,62114,ROUTE DEPARTEMENTALE ,"50,45909","2,68022",90°,ARRAS,NOEUX LES MINES ,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,05/04/2024,14/04/2026,KRYS NOEUX LES MINES
65,#VALEUR !,BAPAUME,62450,RUE DU FAUBOURG DE PERONNE ,"50,10085","2,85192",90°,BAPAUME,PERONNE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"28,03,2014","09,04,2026",AUTO 2000
550,,RANG DU FLIERS,62180,348 ROUTE DE BERCK,"50,47115","1,64281",90°,BERCK,RANG DU FLIERS,DROITE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,18/04/2019,23/05/2025,AT HOME
ATELIER DES PAPILLES AVENUE MITTERRAND,#VALEUR !,SAINS EN GOHELLE,62114,ROUTE DEPARTEMENTALE ,"50,44415","2,69324",90°,SAINS CENTRE,ROCADE MINIERE,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/09/2015,23/09/2024,DISPONIBLE
THOMAS DELPORTE ROUVROY PHARMACIE,#VALEUR !,ROUVROY,62320,81 BIS RUE DU GENERAL DE GAULLE,"50,40696","2,90939",90°,BILLY,ROUVROY,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,19/02/2025,07/03/2027,IAD THOMAS DELPORTE
545,,LONGUEAU,80330,38 RUE HENRI BARBUSSE ,"49,87214","2,35327",90°,LONGUEAU CENTRE,ROYE,DROITE,ND,GRAND FORMAT,5M2,FIXE,TOLE,4000,1250,12/12/2023,31/12/2026,CYNDRA PARC
AGENCE DE LA PLAGE 20230526_182416,#VALEUR !,CONCHIL LE TEMPLE,62180,RD940,"50,37386","1,65966",90°,BERCK,RUE,DROITE,ED,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,26/04/2023,09/05/2024,SOPLIM
OPTICAL CENTER SAINS EN GOHELLE DE NOEUX VERS LOISINORD ,#VALEUR !,SAINS EN GOHELLE,62114,ROUTE DEPARTEMENTALE ,"50,46151","2,67788",90°,NOEUX LES MINES ,SAINS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,11/10/2019,31/12/2024,OPTICAL CENTER 
223,,MAZINGARBE,62670,CARREFOUR EVRARD / RUE LAMARTINE 62670 MAZINGARBE,"50,47143","2,71458",75°,MAZINGARBE,SAINS EN GOHELLE,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,09/09/2015,23/09/2025,2 B CARS
KRYS RD 188 20240412_114051,#VALEUR !,SAINS EN GOHELLE,62114,ROUTE DEPARTEMENTALE ,"50,44297","2,67128",90°,HERSIN,SAINS EN GOHELLE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,05/04/2024,14/04/2026,KRYS NOEUX LES MINES
,,TINCQUES,62127,ROUTE DEPARTEMENTALE ,"50,3542","2,48606",90°,ARRAS,SAINT POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,02/02/2023,15/03/2024,CERES  
CIRCUIT DE CROIX PANNEAU CROIX 20230330_140842,#VALEUR !,CROIX EN TERNOIS,62130,ROUTE DEPARTEMENTALE ,"50,37977","2,28218",90°,HESDIN,SAINT POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,02/02/2023,15/03/2024,CERES  
IMG_47631,#VALEUR !,VENDEGIES SUR ECAILLON,59213,1111 RUE DE SOLESMES ,"50,25373","3,50404",90°,VALENCIENNES,SOLESMES,GAUCHE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,15/03/2024,12/05/2027,ROMAIN ROSELLE SASU 2R ENERGIES 
IAD,,VENDEGIES SUR ECAILLON,59213,1111 RUE DE SOLESMES ,"50,25373","3,50404",90°,VALENCIENNES,SOLESMES,GAUCHE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,07/02/2011,09/03/2025,FACON MEDICAL
,,VENDEGIES SUR ECAILLON,59213,D114,"50,26129","3,50926",90°,VALENCIENNES,SOLESMES,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,18/10/2022,14/11/2025,DI HABITAT
,,VENDEGIES SUR ECAILLON,59213,D114,"50,26766","3,51468",90°,VALENCIENNES,SOLESMES,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,12/10/2022,24/10/2024,CLEAVIE
,#VALEUR !,ANZIN ST AUBIN,62223,RUE DES FILATIERS,"50,31049","2,75125",90°,ANZIN,ST CATHERINE ,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,27/02/2024,28/02/2026,SECURITEST
,,ST LAURENT BLANGY,62223,AVENUE D'IMMERCOURT ,"50,29527","2,80458",90°,BEAURAINS,ST LAURENT,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,20/01/2021,31/01/2026,ATELIER CENTRE AUTO
300,,ST LAURENT BLANGY,62223,AVENUE D'IMMERCOURT ,"50,2937","2,80526",90°,TILLOY,ST LAURENT,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2013,31/12/2026,LECLERC ARRADIS
BK ARRAS MOBILIER URBAINS SITUE CD60 A ST LAURENT BLANGY  20221025_122129,#VALEUR !,ST LAURENT BLANGY,62223,DEPARTEMENTALE 60 ,"50,29159","2,79768",90°,BEAURAINS,ST LAURENT,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,14/02/2017,14/03/2026,BURGER KING ARRAS
329,,FEUCHY,62223,RUE D'ARRAS ,"50,29615","2,84042",90°,FEUCHY,ST LAURENT,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,LECLERC ARRADIS
330,,FEUCHY,62223,RUE D'ARRAS ,"50,29615","2,84042",90°,FEUCHY,ST LAURENT,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,LECLERC ARRADIS
294,,ST LAURENT BLANGY,62223,7 RUE ESTENNE  ET CAUCHY ,"50,30116","2,80141",90°,RD950,ST LAURENT CENTRE,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,"23,06,2015",27/10/2024,SONADIA
MAC DO CAUCHY,#VALEUR !,ST LAURENT BLANGY,62223,7 RUE ESTENNE  ET CAUCHY ,"50,30116","2,80141",90°,RD950,ST LAURENT CENTRE,DROITE,ED,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,07/09/2022,02/10/2026,MAC DONALD BEAURAINS RESTAURATION
319,,ST LAURENT BLANGY,62223,AVENUE DE L'HERMITAGE ,"50,29861","2,81427",90°,FEUCHY,ST LAURENT CENTRE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,,,LETRAM
297,,ST LAURENT BLANGY,62223,RUE LAURENT GERS ,"50,29804","2,80302",90°,ZI EST,ST LAURENT CENTRE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,LECLERC ARRADIS
,,ST LAURENT BLANGY,62223,RUE DU DOCTEUR MEILLIN ,"50,29595","2,79653",90°,ST LAURENT ARTOIS EXPO,ST LAURENT CENTRE ,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,11/04/2024,10/04/2025,ATELIER CENTRE AUTO
68 RUE DU GENERAL BARBOT 20220215_120802,#VALEUR !,ST LAURENT BLANGY,62223,68 RUE DU GENERAL BARBOT,"50,30074","2,79648",90°,ATHIES,ST NICOLAS,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1800,1200,,,DISPONIBLE
295,,ST LAURENT BLANGY,62223,RUE CAUCHY ENTREE VILLE ,"50,30527","2,80157",90°,BAILLEUL,ST NICOLAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,LECLERC ARRADIS
301,,ST LAURENT BLANGY,62223,RUE HENRI BARBUSSE ,"50,30554","2,81952",90°,ATHIES,ST NICOLAS,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,21/11/2023,31/12/2026,LECLERC ARRADIS
291,,ST NICOLAS LES ARRAS,62223,RUE MICHELET ,"50,30093","2,77542",90°,ARRAS,ST NICOLAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,LECLERC ARRADIS
292,,ST NICOLAS LES ARRAS,62223,RUE MICHELET ,"50,30093","2,77542",90°,ARRAS,ST NICOLAS,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,21/11/2023,31/12/2026,LECLERC ARRADIS
267,,HAUTE AVESNES,62144, ROUTE DEPARTEMENTALE ,"50,33223","2,64164",90°,ARRAS,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,15/10/2015,29/10/2024,LAMPIN
272,,SAVY BERLETTE,62690, ROUTE DEPARTEMENTALE ,"50,30903","2,56467",90°,ARRAS,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,19/07/2021,18/07/2024,LECLERC HERLINDIS 
273,,SAVY BERLETTE,62690, ROUTE DEPARTEMENTALE ,"50,34808","2,55179",90°,ARRAS,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,02/03/2016,07/03/2025,GRAIN DE MALICE
268,,HAUTE AVESNES,62144, ROUTE DEPARTEMENTALE ,"50,33235","2,64063",90°,ARRAS,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"30,01,2013","29,10,2025",PORTAILS ET FERMETURES DU TERNOIS
,,TINCQUES,62127,1 ROUTE NATIONALE,"50,35319","2,49416",90°,ARRAS,ST POL,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,30/11/2022,30/11/2025,MAC DONALD ST POL CAMPALICE
,,TINCQUES,62127,1 ROUTE NATIONALE,"50,35319","2,49416",90°,ARRAS,ST POL,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,"08,08,2024","12,09,2025",CAMPING DES ETANGS
,,ST POL SUR TERNOISE,62130,103 ROUTE DE BETHUNE ,"50,3839","2,34209",90°,BETHUNE,ST POL,DROITE,ND,PRE ENSEIGNE,"1,5M2",FIXE,TOLE,1500,1000,"28,10,2020","11,07,2025",FERNAGUT
508,,ST POL SUR TERNOISE,62130,117 ROUTE DE BETHUNE ,"50,38445","2,34466",90°,BETHUNE,ST POL,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,18/04/2018,30/05/2025,AUTOSUR
507,,ST POL SUR TERNOISE,62130,117 ROUTE DE BETHUNE ,"50,38445","2,34466",90°,BETHUNE,ST POL,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,20/04/2018,31/05/2025,LECLERC HERLINDIS 
276,,BERLES MONCHEL,62690,19 ROUTE NATIONALE ,"50,35039","2,52466",90°,ARRAS,ST POL,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,"30,10,2020","26,07,2025",FERNAGUT
275,,BERLES MONCHEL,62690,19 ROUTE NATIONALE ,"50,35039","2,52466",90°,ARRAS,ST POL,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,"06,10,2021","19,10,2024",LECLERC HERLINDIS
509,,RAMECOURT,62130,320 RUE D'HESDIN,"50,37551","2,31782",90°,HESDIN,ST POL,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,"28,10,2020","11,07,2025",FERNAGUT
510,,RAMECOURT,62130,320 RUE D'HESDIN ,"50,37551","2,31782",90°,HESDIN,ST POL,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,,,ARTOIS CONTRÔLE TECHNIQUE
LECLERC HERLIN LE SEC PANNEAU 4M2 BD DOMONT,#VALEUR !,HESDIN,62140,9 BOULEVARD DOMONT,"50,37262","2,03999",90°,HESDIN CENTRE,ST POL,GAUCHE,D,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,,,DISPONIBLE
,,HESDIN,62140,9 BOULEVARD DOMONT,"50,37262","2,03999",90°,HESDIN CENTRE,ST POL,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,2450,1650,02/02/2021,11/02/2026,LECLERC HERLINDIS
505,,DIEVAL,62460,9 ROUTE DEPARTEMENTALE 941 ,"50,43364","2,45015",90°,BETHUNE,ST POL,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,08/02/2019,28/02/2026,LE CARRE DE RAMECOURT
504,,DIEVAL,62460,9 ROUTE DEPARTEMENTALE 941 ,"50,43364","2,45015",90°,BETHUNE,ST POL,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,13/02/2018,27/02/2025,LECLERC HERLINDIS 
,,LE PARCQ,62770,LE BAS PARCQ,"50,37208","2,09581",90°,HESDIN,ST POL,DROITE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1150,02/02/2021,11/02/2026,LECLERC HERLINDIS
284,,CROIX EN TERNOIS,62130,ROUTE DEPARTEMENTALE ,"50,3811","2,27568",90°,HESDIN,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,13/10/2024,22/10/2024,ARTOIS CONTRÔLE TECHNIQUE
285,,CROIX EN TERNOIS,62130,ROUTE DEPARTEMENTALE ,"50,38063","2,27781",90°,HESDIN,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/05/2017,22/05/2025,BIGMAT RAMECOURT
278,,TINCQUES,62127,ROUTE DEPARTEMENTALE ,"50,35397","2,48903",90°,ARRAS,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"20,03,2018","01,072025",LECLERC HERLINDIS 
283,,CROIX EN TERNOIS,62130,ROUTE DEPARTEMENTALE ,"50,38018","2,2802",90°,HESDIN,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,13/02/2018,27/02/2025,LECLERC HERLINDIS 
BEGHIN MOTOCULTURE 20250226_134552,#VALEUR !,TINCQUES,62127,ROUTE DEPARTEMENTALE ,"50,35377","2,48992",90°,ARRAS,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,03/02/2025,28/02/2028,BEGHIN MOTOCULTURE 
20220428_094233,#VALEUR !,LE PARCQ,62770,ROUTE NATIONALE,"50,38324","2,07476",90°,HESDIN,ST POL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/01/2022,11/02/2026,LECLERC HERLINDIS  
210,,TERDEGHEM,59114,DEPARTEMENTALE 37 ,"50,80306","2,58435",90°,ECKE,TERDEGHEM,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,11/12/2020,31/08/2025, MARKET TERDEGHEM ACTNFAITH
,#VALEUR !,ARRAS,62000,140 ROUTE DE CAMBRAI,"50,28195","2,80604",90°,ARRAS,TILLOY,DROITE,ND,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,19/11/2021,09/12/2025,CARROSSERIE MANTEL
BK BEAURAINS 20240506_104225,#VALEUR !,ARRAS,62000,140 ROUTE DE CAMBRAI,"50,28195","2,80604",90°,ARRAS,TILLOY,DROITE,ED,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,15/02/2024,24/04/2026,BURGER KING BEAURAINS
12M2 SPORT LECLERC 2,#VALEUR !,CAMBRAI,59400,AVENUE DU CATEAU ,"50,16597","3,27319",90°,CAMBRAI,VALENCIENENS,GAUCHE,D,GRAND FORMAT,12M2,FIXE,TOLE,4000,3000,"11,12,2024",14/01/2026,DISPONIBLE
PICARD CARNIERES 20230719_085108,#VALEUR !,CARNIERES,59217,ROUTE NATIONALE ,"50,14967","3,34337",90°,CAMBRAI,VALENCIENENS,DROITE,D,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,23/07/2020,16/08/2024,DISPONIBLE
,,VENDEGIES SUR ECAILLON,59213,485 AVENUE DE VALENCIENNES,"50,26612","3,51332",90°,SOLESMES,VALENCIENNES,GAUCHE,ND,GRAND FORMAT,4M2,FIXE,TOLE,3080,1650,"16,12,2022",15/01/2026,HOME ECO
,,VENDEGIES SUR ECAILLON,59213,ROND POINT DES BELLES FILLES,"50,25406","3,50409",90°,SOLESMES,VALENCIENNES,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,17/01/2025,29/01/2026,ADN ESCALIER
164,,VITRY EN ARTOIS,62490,ROUTE NATIONALE  ,"50,33251","2,97521",90°,FRESNES,VITRY,GAUCHE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,"08,12,2023",31/12/2025,VERTDIS
169,,VITRY EN ARTOIS,62490,RUE DE QUIERY ,"50,32922","2,986",90°,RD950,VITRY C.CIAL,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,29/11/2013,23/03/2026, HYPER U VITRY FRANLAUGE 
168,,VITRY EN ARTOIS,62490,RUE DE LA GRANDE CHAPELLE ,"50,32722","2,98025",90°,RD950,VITRY CENTRE,DROITE,ND,MOBILIER URBAIN,2M2,FIXE,VITRINE,1220,1760,29/11/2013,23/03/2026, HYPER U VITRY FRANLAUGE 
